id,name,year,runtime,rating,genre,image,description,director,stars
8149,"The X Files: I Want to Believe",2008,104,5.9,"Crime, Drama, Horror",https://m.media-amazon.com/images/M/MV5BOTk5MThhOTQtZTY5OC00MzgwLWE4MTctNTI4OGEwNjU3YTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.","Chris Carter","['David Duchovny', 'Gillian Anderson', 'Billy Connolly', 'Amanda Peet']"
8150,"Wasp Network",2019,127,5.9,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BOWJkNjQxMjUtOGNhMC00MjJiLTg4OWQtYTdkNzYxMWE4NDQ1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"The story of five Cuban political prisoners who had been imprisoned by the United States since the late 1990s on charges of espionage and murder.","Olivier Assayas","['Penélope Cruz', 'Edgar Ramírez', 'Gael García Bernal', 'Ana de Armas']"
8151,"Victor Frankenstein",2015,110,5.9,"Drama, Horror, Sci-Fi",https://m.media-amazon.com/images/M/MV5BODA5MDc2NDI5OF5BMl5BanBnXkFtZTgwNDYzMTA2NjE@._V1_.jpg,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.","Paul McGuigan","['Daniel Radcliffe', 'James McAvoy', 'Jessica Brown Findlay', 'Andrew Scott']"
8152,Drumline,2002,118,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMThlOTQzMWQtNjNjZC00MTc4LWFjZWYtYjE1Y2ZjYzU2ZjYzXkEyXkFqcGdeQXVyMTE5MTkxMDI2._V1_.jpg,"A band director recruits a Harlem street drummer to play at a Southern university.","Charles Stone III","['Nick Cannon', 'Zoe Saldana', 'Orlando Jones', 'Leonard Roberts']"
8153,"The Funhouse",1981,96,5.9,Horror,https://m.media-amazon.com/images/M/MV5BYTNhMWY3N2QtYWY5MC00ZTFhLWJmYTItODZjMmNmMTVjNTRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Four teenagers visit a local carnival for a night of innocent amusement, but soon discover that nothing there is innocent or amusing.","Tobe Hooper","['Elizabeth Berridge', 'Shawn Carson', 'Jeanne Austin', 'Jack McDermott']"
8154,"Jumpin' Jack Flash",1986,105,5.9,"Comedy, Romance, Thriller",https://m.media-amazon.com/images/M/MV5BNTEyNjZkMTMtZjNlOC00ZGQwLTg4YzQtNmI1NTNjMGMwZTkwXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_.jpg,"An American computer wiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.","Penny Marshall","['Whoopi Goldberg', 'Stephen Collins', 'John Wood', 'Carol Kane']"
8155,"The Woman in Red",1984,87,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BYjI5YzczYzAtZTY5Yy00YjMyLTkwNzgtNjY5ZTkwYjdjNjhlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"On his way to work, Teddy spots Charlotte, an incredibly beautiful Woman in Red. He really wants to meet her, but what would his wife say?","Gene Wilder","['Gene Wilder', 'Kelly LeBrock', 'Charles Grodin', 'Joseph Bologna']"
8156,"Ride Along 2",2016,102,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTU4ODAzMzcxOV5BMl5BanBnXkFtZTgwODkxMDI1NjE@._V1_.jpg,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","Tim Story","['Ice Cube', 'Kevin Hart', 'Tika Sumpter', 'Benjamin Bratt']"
8157,"Man Down","I 2015",90,5.9,"Drama, Thriller, War",https://m.media-amazon.com/images/M/MV5BMTk1ODk3NjM3NF5BMl5BanBnXkFtZTgwODc3MzU1MDI@._V1_.jpg,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.","Dito Montiel","['Shia LaBeouf', 'Jai Courtney', 'Gary Oldman', 'Kate Mara']"
8158,"Mad Money",2008,104,5.9,"Comedy, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTgyMTY2NTIxM15BMl5BanBnXkFtZTcwNTg3NzczMw@@._V1_.jpg,"Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.","Callie Khouri","['Diane Keaton', 'Queen Latifah', 'Katie Holmes', 'Ted Danson']"
8159,"Nancy Drew",2007,99,5.9,"Comedy, Crime, Family",https://m.media-amazon.com/images/M/MV5BODllYWFkZjEtZTExOS00YjhjLWIwZWEtMjNkMzBmZjE4NWJmXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.","Andrew Fleming","['Emma Roberts', 'Tate Donovan', 'Max Thieriot', 'Craig Gellis']"
8160,"A Fall from Grace",2020,120,5.9,Thriller,https://m.media-amazon.com/images/M/MV5BNDM2YjliZDUtZWUzYi00ZDY4LWJlMTEtZGZiZDViZjJiMTllXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,"Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.","Tyler Perry","['Crystal Fox', 'Phylicia Rashad', 'Bresha Webb', 'Mehcad Brooks']"
8161,Sanctum,2011,108,5.9,"Action, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_.jpg,"An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.","Alister Grierson","['Rhys Wakefield', 'Allison Cratchley', 'Christopher James Baker', 'Richard Roxburgh']"
8162,"The Golden Child",1986,94,5.9,"Action, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BYmY0MTJmNTktOGZiMC00YmU0LTlhZjQtODBlMmNkNTE3MmVlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_.jpg,"A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.","Michael Ritchie","['Eddie Murphy', 'J.L. Reate', 'Charles Dance', 'Charlotte Lewis']"
8163,"Pawn Shop Chronicles",2013,112,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTYwMTQ3MTU0MF5BMl5BanBnXkFtZTcwMDU5NzY2OQ@@._V1_.jpg,"An anthology of stories involving meth addicted white supremacists, a man looking for his kidnapped wife and an Elvis impersonator.","Wayne Kramer","['Paul Walker', 'Norman Reedus', 'Elijah Wood', 'Brendan Fraser']"
8164,"Waiting to Exhale",1995,124,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYzcyMDY2YWQtYWJhYy00OGQ2LTk4NzktYWJkNDYwZWJmY2RjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"Based on Terry McMillan's novel, this film follows four very different African-American women and their relationships with men.","Forest Whitaker","['Whitney Houston', 'Angela Bassett', 'Loretta Devine', 'Lela Rochon']"
8165,"Vox Lux",2018,114,5.9,"Drama, Music",https://m.media-amazon.com/images/M/MV5BOTU2YjVhNjMtMGQ4ZC00ZmUyLWJlZjAtNTgyZjhjZmQwNWUwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,"An unusual set of circumstances brings unexpected success to a pop star.","Brady Corbet","['Natalie Portman', 'Jude Law', 'Stacy Martin', 'Jennifer Ehle']"
8166,"Another 48 Hrs.",1990,95,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMmUyYWRhZmEtNWJhZi00NDY2LThlYTYtZjU3MmZjMjNkNDYwXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg,"Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.","Walter Hill","['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe']"
8167,"Star Wars: The Clone Wars",2008,98,5.9,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BYTJiYTMyMGEtNjE0Zi00MzczLWI3ZWYtMmFkMDk0NWVjZGYzXkEyXkFqcGdeQXVyMTEyNzgwMDUw._V1_.jpg,"After the Republic's victory on Christophsis, Anakin and his new apprentice, Ahsoka Tano, must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.","Dave Filoni","['Matt Lanter', 'Nika Futterman', 'Tom Kane', 'Ashley Eckstein']"
8168,"Passenger 57",1992,84,5.9,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BOTIwYzBjZjctMDU4NS00MDUzLTk4MWUtNjdjZGNlMzVjZWFiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"An airline security expert must take action when he finds himself trapped on a passenger jet when terrorists seize control of it.","Kevin Hooks","['Wesley Snipes', 'Bruce Payne', 'Tom Sizemore', 'Alex Datcher']"
8169,"Must Love Dogs",2005,98,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_.jpg,"A thirty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.","Gary David Goldberg","['Diane Lane', 'John Cusack', 'Elizabeth Perkins', 'Christopher Plummer']"
8170,"Barbershop: The Next Cut",2016,111,5.9,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMzUxMzM5MjIxNF5BMl5BanBnXkFtZTgwMDk1NzMzNzE@._V1_.jpg,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.","Malcolm D. Lee","['Ice Cube', 'Regina Hall', 'Anthony Anderson', 'Eve']"
8171,"Very Good Girls",2013,91,5.9,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTk5MTA2MzMyN15BMl5BanBnXkFtZTgwODA1NTAyMjE@._V1_.jpg,"Two New York City girls make a pact to lose their virginity during their first summer out of high school. When they both fall for the same street artist, the friends find their connection tested for the first time.","Naomi Foner","['Dakota Fanning', 'Elizabeth Olsen', 'Sterling Jones', 'Lenny Platt']"
8172,"The Tall Man",2012,106,5.9,"Crime, Drama, Horror",https://m.media-amazon.com/images/M/MV5BMTg5ODE1MjU3OV5BMl5BanBnXkFtZTcwNzg4NDEzOA@@._V1_.jpg,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.","Pascal Laugier","['Jessica Biel', 'Jodelle Ferland', 'William B. Davis', 'Stephen McHattie']"
8173,"Captain Corelli's Mandolin",2001,131,5.9,"Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BNzc0MmRmZDAtZWRjYi00ODM3LTllZDEtNjljMjNiMzgxZDcyXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg,"When a fisherman leaves to fight with the Greek army during World War II, his fiancée falls in love with the local Italian commander.","John Madden","['Nicolas Cage', 'Penélope Cruz', 'John Hurt', 'Christian Bale']"
8174,Kidnap,"I 2017",95,5.9,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_.jpg,"A mother stops at nothing to recover her kidnapped son.","Luis Prieto","['Halle Berry', 'Sage Correa', 'Chris McGinn', 'Lew Temple']"
8175,"Catch and Release","II 2006",124,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BNTk2NjU1MjMyNV5BMl5BanBnXkFtZTcwMzc5NjE0MQ@@._V1_.jpg,"A woman struggles to accept the death of her fiancé and the secrets he kept from her as she rebuilds her life.","Susannah Grant","['Jennifer Garner', 'Timothy Olyphant', 'Kevin Smith', 'Sam Jaeger']"
8176,Fortress,1992,95,5.9,"Action, Crime, Sci-Fi",https://m.media-amazon.com/images/M/MV5BNmYwZWQyODctOWE0Mi00MTIzLTkxZDUtNWJlYzZkYzc2ZWM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"In a future, private underground prison/Fortress, the inmates are computer controlled with CCTV, dream readers and devices that can cause pain or death. John and his illegally pregnant wife are inside but want to escape before birth.","Stuart Gordon","['Christopher Lambert', 'Loryn Locklin', 'Kurtwood Smith', 'Clifton Collins Jr.']"
8177,Southbound,2015,89,5.9,Horror,https://m.media-amazon.com/images/M/MV5BMWViZDIwYmMtOGFhZC00MTcyLTgwYjYtMzVmZWQ1Y2EwNDNhXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.","Roxanne Benjamin","['Matt Bettinelli-Olpin', 'David Bruckner', 'Tyler Gillett', 'Patrick Horvath', 'Justin Martinez', 'Radio Silence', 'Chad Villella', 'Chad Villella', 'Matt Bettinelli-Olpin', 'Kristina Pesic', 'Fabianne Therese']"
8178,"Planes: Fire & Rescue",2014,83,5.9,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_.jpg,"When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.","Bobs Gannaway","['Dane Cook', 'Ed Harris', 'Julie Bowen', 'Curtis Armstrong']"
8179,"The Fan",1996,116,5.9,"Action, Drama, Sport",https://m.media-amazon.com/images/M/MV5BNjFlN2VjNjYtZDdjOS00ZGI3LTg1MWQtZTBhNmRjNDFiZDE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"An all star baseball player becomes the unhealthy focus of a down on his luck salesman.","Tony Scott","['Robert De Niro', 'Wesley Snipes', 'Ellen Barkin', 'John Leguizamo']"
8180,"The Road to Wellville",1994,118,5.9,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMGMyMWI5ODMtZGFjYS00MjQ0LWI0MDYtYWY2Yzc4MmUwY2YyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,"A story about the ins and outs of one unusual health facility in the early twentieth century, run by the eccentric Dr. John Harvey Kellogg.","Alan Parker","['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick', 'John Cusack']"
8181,"The Double","I 2011",98,5.9,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BNmQxOTE1NWMtOGFjMC00MWZmLWJmMDgtMGYwZjc2NjYzMjE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.","Michael Brandt","['Richard Gere', 'Topher Grace', 'Martin Sheen', 'Tamer Hassan']"
8182,"Batman and Harley Quinn",2017,74,5.9,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BNTQzM2JkYTAtY2ExNi00N2ZhLWE5NDctMDQyMWU5ZjcwZDEwXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_.jpg,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.","Sam Liu","['Kevin Conroy', 'Melissa Rauch', 'Paget Brewster', 'Loren Lester']"
8183,"This Island Earth",1955,86,5.9,"Horror, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMDIzYWI3MWMtNTQ3OC00Y2Q5LThjODEtZTgxMWMyNDgwNzZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Aliens come to Earth seeking scientists to help them in their war.","Joseph M. Newman","['Jack Arnold', 'Jeff Morrow', 'Faith Domergue', 'Rex Reason', 'Lance Fuller']"
8184,"Mary Magdalene",2018,120,5.9,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BYTVjYmUxZDQtMDU0ZC00MzU0LWIwOTYtYjM1NjFiZmE1ZDBlXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_.jpg,"Twelve men heard and spread the message of Jesus. Only one woman understood it.","Garth Davis","['Rooney Mara', 'Joaquin Phoenix', 'Chiwetel Ejiofor', 'Tahar Rahim']"
8185,"The Prodigy",2019,92,5.9,"Fantasy, Horror, Mystery",https://m.media-amazon.com/images/M/MV5BOWUxYTM3MzUtMjYyYS00YjA2LWFhMDItM2Q3MjkyYzg4MGM3XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,"A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.","Nicholas McCarthy","['Taylor Schilling', 'Jackson Robert Scott', 'Peter Mooney', 'Colm Feore']"
8186,Hardware,1990,94,5.9,"Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BZGJiYzQ0YTktOWRlZS00OTkzLTg2NzMtNDk1MDE1NTc4MmRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"The head of a cyborg reactivates, rebuilds itself, and goes on a violent rampage in a space marine's girlfriend's apartment.","Richard Stanley","['Dylan McDermott', 'Stacey Travis', 'John Lynch', 'Carl McCoy']"
8187,"She's Having a Baby",1988,106,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYjc3ZDZkNGQtNThkYS00NzViLTkyOWEtNWE3YTZmZmRlYzQ1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,"Young newlyweds find out just how unprepared they are for their future together.","John Hughes","['Kevin Bacon', 'Elizabeth McGovern', 'Alec Baldwin', 'James Ray']"
8188,"Canadian Bacon",1995,91,5.9,"Action, Comedy",https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_.jpg,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.","Michael Moore","['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak']"
8189,P2,2007,98,5.9,"Crime, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BMTk2Nzk5ODAxMF5BMl5BanBnXkFtZTcwNzA0MTU1MQ@@._V1_.jpg,"A businesswoman is pursued by a psychopath after being locked in a parking garage on Christmas Eve.","Franck Khalfoun","['Rachel Nichols', 'Wes Bentley', 'Simon Reynolds', 'Philip Akin']"
8190,"American Outlaws",2001,94,5.9,"Action, Western",https://m.media-amazon.com/images/M/MV5BMTIwMTYxODAzMV5BMl5BanBnXkFtZTYwNTM3Nzc5._V1_.jpg,"5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.","Les Mayfield","['Colin Farrell', 'Scott Caan', 'Ali Larter', 'Gabriel Macht']"
8191,"Homeward Bound II: Lost in San Francisco",1996,88,5.9,"Adventure, Comedy, Family",https://m.media-amazon.com/images/M/MV5BZjUzYjA5NzQtYTZlZC00ZjIxLWEwZTktOGQwYTMxOGNiMzJlXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_.jpg,"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take them home.","David R. Ellis","['Michael J. Fox', 'Sally Field', 'Ralph Waite', 'Al Michaels']"
8192,"Why Did I Get Married?",2007,113,5.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjAzMDM0Nzg3OV5BMl5BanBnXkFtZTcwNzMxOTI1MQ@@._V1_.jpg,"The big-screen adaptation of Perry's stage play about the trials of marriage and what happens to one family when a sexy young temptress arrives on the scene.","Tyler Perry","['Tyler Perry', 'Janet Jackson', 'Sharon Leal', 'Malik Yoba']"
8193,"Freaks of Nature",2015,92,5.9,"Comedy, Horror, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTk2MTMyMTEzN15BMl5BanBnXkFtZTgwNTE0MDYwNzE@._V1_.jpg,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of the visitors.","Robbie Pickering","['Nicholas Braun', 'Mackenzie Davis', 'Josh Fadem', 'Denis Leary']"
8194,"The Prowler",1981,89,5.9,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMjRmYjcyYjctYWZiMy00ZjQ5LWI4YzItNTUwZGE5MmM5NWU5XkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_.jpg,"An unknown killer, clad in World War II U.S. Army fatigues, stalks a small California town, bent on reliving a 35 year-old double murder by focusing on a group of college kids holding an annual graduation dance.","Joseph Zito","['Vicky Dawson', 'Christopher Goutman', 'Lawrence Tierney', 'Farley Granger']"
8195,"Playing It Cool",2014,94,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMjMxOGMxOTEtODc1ZC00MDc2LWIyMGMtMjM3MTEzNjNiYjQxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"Unrequited love motivates a guy to write about his experiences.","Justin Reardon","['Chris Evans', 'Michelle Monaghan', 'Topher Grace', 'Aubrey Plaza']"
8196,Encounter,"III 2021",108,5.9,"Drama, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BYmFjODRjMjItYjFlMi00Mzk5LWIwNjMtOWM1YzYxZWFjMTBiXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,"Two brothers embark on a journey with their father, who is trying to protect them from an alien threat.","Michael Pearce","['Riz Ahmed', 'Octavia Spencer', 'Lucian-River Chauhan', 'Aditya Geddada']"
8197,Traffik,2018,96,5.9,"Action, Thriller",https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_.jpg,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.","Deon Taylor","['Priscilla Quintana', 'Luke Goss', 'Paula Patton', 'William Fichtner']"
8198,Duplex,2003,89,5.9,Comedy,https://m.media-amazon.com/images/M/MV5BODAzNmI0MTYtMzZlNi00Yjk5LThhMjItOTFkMDRhNjdhYjUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A young couple has a chance to move into a gorgeous duplex in the perfect New York neighborhood. All they have to do is bump off the current tenant, a cute little old lady.","Danny DeVito","['Ben Stiller', 'Drew Barrymore', 'Eileen Essell', 'Harvey Fierstein']"
8199,Phantom,"I 2013",98,5.9,"Drama, History, Thriller",https://m.media-amazon.com/images/M/MV5BNzcxNzg0MTU1M15BMl5BanBnXkFtZTcwODQ0NDcxOQ@@._V1_.jpg,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.","Todd Robinson","['Ed Harris', 'Julian Adams', 'David Duchovny', 'William Fichtner']"
8200,"3000 Miles to Graceland",2001,125,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMTExMDA0NDAyOTReQTJeQWpwZ15BbWU2MDM4ODg3OQ@@._V1_.jpg,"A gang of ex-cons rob a casino during Elvis convention week.","Demian Lichtenstein","['Kurt Russell', 'Kevin Costner', 'Courteney Cox', 'Christian Slater']"
8201,"Tian jiang xiong shi",2015,127,5.9,"Action, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BMTk0MjgxOTQ5MF5BMl5BanBnXkFtZTgwODA3NTUwNjE@._V1_.jpg,"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends.","Daniel Lee","['Jackie Chan', 'John Cusack', 'Adrien Brody', 'Si Won Choi']"
8202,"Men at Work",1990,98,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BODc3ZmI0NzAtYWFiZC00ZGIwLTk3NDUtZWUxYTUxODc2ZDM1XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg,"Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.","Emilio Estevez","['Charlie Sheen', 'Emilio Estevez', 'Leslie Hope', 'Keith David']"
8203,"Who's Harry Crumb?",1989,94,5.9,"Comedy, Mystery",https://m.media-amazon.com/images/M/MV5BMTM1M2Y0YzctMGUxMy00NzVkLTk4MjYtNmMxMjZhNzY3MTQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.","Paul Flaherty","['John Candy', 'Jeffrey Jones', 'Annie Potts', 'Tim Thomerson']"
8204,"True Memoirs of an International Assassin",2016,98,5.9,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BN2IwOWMzNWQtNTAxYi00YmE2LWI2N2UtZDJlNDQ5MGNmNzEzXkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_.jpg,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to non-fiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.","Jeff Wadlow","['Kevin James', 'Kim Coates', 'Maurice Compte', 'Zulay Henao']"
8205,"Fright Night Part 2",1988,104,5.9,"Comedy, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BZWJmMjM2OTEtZjI3Zi00MDMwLWEyNjktMzk0YmVjMzY2YWRmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"Charley Brewster and Peter Vincent must face more vampires, out for revenge.","Tommy Lee Wallace","['William Ragsdale', 'Roddy McDowall', 'Traci Lind', 'Julie Carmen']"
8206,"The Rugrats Movie",1998,79,5.9,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BZjNiMWE1M2ItMTdlNi00NmZiLWEwYzctODJiMjU1MmY0MTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"The babies gets lost in the forest after Tommy Pickles gets a new baby brother.","Igor Kovalyov","['Norton Virgien', 'Elizabeth Daily', 'Christine Cavanaugh', 'Kath Soucie', 'Melanie Chartoff']"
8207,"Henry's Crime",2010,108,5.9,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjI4MzM4OTY3MF5BMl5BanBnXkFtZTcwOTMzMjI3NA@@._V1_.jpg,"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.","Malcolm Venville","['Keanu Reeves', 'Vera Farmiga', 'James Caan', 'Judy Greer']"
8208,"Lucky You",2007,124,5.9,"Drama, Romance, Sport",https://m.media-amazon.com/images/M/MV5BNzcyMzgwNzU2N15BMl5BanBnXkFtZTcwMDcyODYzMw@@._V1_.jpg,"A hotshot poker player tries to win a tournament in Vegas, but is fighting a losing battle with his personal problems.","Curtis Hanson","['Eric Bana', 'Drew Barrymore', 'Robert Duvall', 'Phyllis Somerville']"
8209,Igor,2008,87,5.9,"Animation, Comedy, Family",https://m.media-amazon.com/images/M/MV5BNDYwNjM1ODkxOV5BMl5BanBnXkFtZTcwMTQyMzI5MQ@@._V1_.jpg,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.","Tony Leondis","['John Cusack', 'Molly Shannon', 'Steve Buscemi', 'Myleene Klass']"
